FILEID,STUSAB,SUMLEV,GEOVAR,GEOCOMP,CHARITER,LOGRECNO,GEOID,GEOCODE,REGION,DIVISION,STATE,STATENS,COUNTY,COUNTYCC,COUNTYNS,CBSA,MEMI,CSA,METDIV,VTD,VTDI,AREALAND,AREAWATR,BASENAME,NAME,FUNCSTAT,POP100,HU100,INTPTLAT,INTPTLON,LSADC,GEOID20,P0010001,P0010002,P0010003,P0010004,P0010005,P0010006,P0010007,P0010008,P0010009,P0010010,P0010011,P0010012,P0010013,P0010014,P0010015,P0010016,P0010017,P0010018,P0010019,P0010020,P0010021,P0010022,P0010023,P0010024,P0010025,P0010026,P0010027,P0010028,P0010029,P0010030,P0010031,P0010032,P0010033,P0010034,P0010035,P0010036,P0010037,P0010038,P0010039,P0010040,P0010041,P0010042,P0010043,P0010044,P0010045,P0010046,P0010047,P0010048,P0010049,P0010050,P0010051,P0010052,P0010053,P0010054,P0010055,P0010056,P0010057,P0010058,P0010059,P0010060,P0010061,P0010062,P0010063,P0010064,P0010065,P0010066,P0010067,P0010068,P0010069,P0010070,P0010071,P0020001,P0020002,P0020003,P0020004,P0020005,P0020006,P0020007,P0020008,P0020009,P0020010,P0020011,P0020012,P0020013,P0020014,P0020015,P0020016,P0020017,P0020018,P0020019,P0020020,P0020021,P0020022,P0020023,P0020024,P0020025,P0020026,P0020027,P0020028,P0020029,P0020030,P0020031,P0020032,P0020033,P0020034,P0020035,P0020036,P0020037,P0020038,P0020039,P0020040,P0020041,P0020042,P0020043,P0020044,P0020045,P0020046,P0020047,P0020048,P0020049,P0020050,P0020051,P0020052,P0020053,P0020054,P0020055,P0020056,P0020057,P0020058,P0020059,P0020060,P0020061,P0020062,P0020063,P0020064,P0020065,P0020066,P0020067,P0020068,P0020069,P0020070,P0020071,P0020072,P0020073,P0030001,P0030002,P0030003,P0030004,P0030005,P0030006,P0030007,P0030008,P0030009,P0030010,P0030011,P0030012,P0030013,P0030014,P0030015,P0030016,P0030017,P0030018,P0030019,P0030020,P0030021,P0030022,P0030023,P0030024,P0030025,P0030026,P0030027,P0030028,P0030029,P0030030,P0030031,P0030032,P0030033,P0030034,P0030035,P0030036,P0030037,P0030038,P0030039,P0030040,P0030041,P0030042,P0030043,P0030044,P0030045,P0030046,P0030047,P0030048,P0030049,P0030050,P0030051,P0030052,P0030053,P0030054,P0030055,P0030056,P0030057,P0030058,P0030059,P0030060,P0030061,P0030062,P0030063,P0030064,P0030065,P0030066,P0030067,P0030068,P0030069,P0030070,P0030071,P0040001,P0040002,P0040003,P0040004,P0040005,P0040006,P0040007,P0040008,P0040009,P0040010,P0040011,P0040012,P0040013,P0040014,P0040015,P0040016,P0040017,P0040018,P0040019,P0040020,P0040021,P0040022,P0040023,P0040024,P0040025,P0040026,P0040027,P0040028,P0040029,P0040030,P0040031,P0040032,P0040033,P0040034,P0040035,P0040036,P0040037,P0040038,P0040039,P0040040,P0040041,P0040042,P0040043,P0040044,P0040045,P0040046,P0040047,P0040048,P0040049,P0040050,P0040051,P0040052,P0040053,P0040054,P0040055,P0040056,P0040057,P0040058,P0040059,P0040060,P0040061,P0040062,P0040063,P0040064,P0040065,P0040066,P0040067,P0040068,P0040069,P0040070,P0040071,P0040072,P0040073,H0010001,H0010002,H0010003,P0050001,P0050002,P0050003,P0050004,P0050005,P0050006,P0050007,P0050008,P0050009,P0050010
PLST,GA,700,00,00,000,0041223,7000000US13167001201,13167001201,3,5,13,01705317,167,H1,00346664,20140,2,999,99999,001201,A,115193396,1143713,1671201 - WRIGHTSVILLE,1671201 - WRIGHTSVILLE Voting District,N,4427,1345,+32.7276574,-082.7164693,V2,13167001201,4427,4353,2044,2253,3,22,11,20,74,71,31,28,0,0,1,5,0,0,2,0,1,1,0,2,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4427,31,4396,4327,2037,2250,3,22,11,4,69,68,31,26,0,0,0,5,0,0,2,0,1,1,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3737,3686,1780,1861,1,22,4,18,51,48,21,19,0,0,1,5,0,0,0,0,1,1,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3737,30,3707,3661,1774,1858,1,22,4,2,46,45,21,17,0,0,0,5,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1345,1194,151,1618,1618,1535,0,83,0,0,0,0,0
PLST,GA,700,00,00,000,0041224,7000000US13167001266,13167001266,3,5,13,01705317,167,H1,00346664,20140,2,999,99999,001266,A,74558356,1058007,1671266 - SMITH,1671266 - SMITH Voting District,N,747,335,+32.5843546,-082.6490437,V2,13167001266,747,730,699,19,5,0,0,7,17,17,5,8,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,747,14,733,719,696,16,5,0,0,2,14,14,5,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,579,573,559,6,3,0,0,5,6,6,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,579,7,572,566,558,5,3,0,0,0,6,6,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,335,297,38,0,0,0,0,0,0,0,0,0,0
PLST,GA,700,00,00,000,0041225,7000000US13167001301,13167001301,3,5,13,01705317,167,H1,00346664,20140,2,999,99999,001301,A,152216671,1646122,1671301 - BRAY,1671301 - BRAY Voting District,N,1031,444,+32.7428558,-082.8471249,V2,13167001301,1031,995,716,273,1,2,2,1,36,36,24,8,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1031,11,1020,990,712,272,1,2,2,1,30,30,24,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,830,810,583,224,0,2,1,0,20,20,10,7,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,830,9,821,806,580,223,0,2,1,0,15,15,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,444,418,26,0,0,0,0,0,0,0,0,0,0
PLST,GA,700,00,00,000,0041226,7000000US13167001405,13167001405,3,5,13,01705317,167,H1,00346664,20140,2,999,99999,001405,A,58536362,697667,1671405 - SPANN,1671405 - SPANN Voting District,N,618,274,+32.6706178,-082.7431732,V2,13167001405,618,606,324,271,5,2,0,4,12,11,4,3,2,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,618,14,604,598,323,267,5,2,0,1,6,6,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,474,469,255,209,0,2,0,3,5,4,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,474,8,466,464,255,207,0,2,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,274,233,41,0,0,0,0,0,0,0,0,0,0
PLST,GA,700,00,00,000,0041227,7000000US13167001746,13167001746,3,5,13,01705317,167,H1,00346664,20140,2,999,99999,001746,A,27423193,470212,1671746 - ADRIAN,1671746 - ADRIAN Voting District,N,451,200,+32.5337852,-082.5991246,V2,13167001746,451,432,315,112,3,1,0,1,19,16,0,6,3,0,5,0,0,0,0,0,0,0,0,2,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,451,11,440,425,312,109,3,1,0,0,15,14,0,6,3,0,3,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,364,351,260,87,2,1,0,1,13,10,0,4,3,0,3,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,364,9,355,344,257,84,2,1,0,0,11,10,0,4,3,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,168,32,71,71,0,0,71,0,0,0,0,0
PLST,GA,700,00,00,000,0041228,7000000US13167001820,13167001820,3,5,13,01705317,167,H1,00346664,20140,2,999,99999,001820,A,144267077,1226158,1671820 - MOORES CHAPEL,1671820 - MOORES CHAPEL Voting District,N,672,320,+32.7634801,-082.5962219,V2,13167001820,672,664,593,56,3,1,0,11,8,7,2,3,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,672,8,664,657,593,55,3,1,0,5,7,7,2,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,533,527,473,47,0,1,0,6,6,5,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,533,8,525,520,473,46,0,1,0,0,5,5,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,320,282,38,0,0,0,0,0,0,0,0,0,0
PLST,GA,700,00,00,000,0041229,7000000US13169000001,13169000001,3,5,13,01705317,169,H1,00345367,31420,1,356,99999,000001,A,47212397,366684,GRAY,GRAY,N,3669,1363,+32.9892247,-083.5410227,00,13169000001,3669,3577,2924,602,7,20,0,24,92,87,21,31,4,0,25,5,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3669,64,3605,3535,2907,598,5,20,0,5,70,68,18,30,4,0,11,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2740,2677,2186,451,6,15,0,19,63,60,10,22,4,0,21,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2740,45,2695,2648,2179,447,4,15,0,3,47,46,7,21,4,0,11,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1363,1286,77,76,75,0,0,75,0,1,0,0,1
PLST,GA,700,00,00,000,0041230,7000000US13169000002,13169000002,3,5,13,01705317,169,H1,00345367,31420,1,356,99999,000002,A,58062533,75463,CLINTON,CLINTON,N,2865,1158,+32.9763885,-083.5788283,00,13169000002,2865,2746,2200,520,8,7,0,11,119,114,30,50,5,0,26,3,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2865,37,2828,2728,2192,517,8,5,0,6,100,98,28,50,5,0,12,3,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2235,2161,1719,417,8,6,0,11,74,71,13,38,0,0,20,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2235,29,2206,2148,1715,415,8,4,0,6,58,57,11,38,0,0,8,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1158,1050,108,0,0,0,0,0,0,0,0,0,0
PLST,GA,700,00,00,000,0041231,7000000US13169000003,13169000003,3,5,13,01705317,169,H1,00345367,31420,1,356,99999,000003,A,37630875,4829,ROBERTS,ROBERTS,N,4382,1866,+32.9011164,-083.5762641,00,13169000003,4382,4244,1850,2336,2,20,1,35,138,128,58,31,2,0,26,4,2,1,4,0,0,0,0,0,0,9,5,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4382,72,4310,4195,1831,2329,2,19,1,13,115,107,57,31,2,0,7,4,2,1,3,0,0,0,0,0,0,8,5,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3369,3289,1465,1782,1,17,0,24,80,71,21,25,1,0,17,4,2,0,1,0,0,0,0,0,0,8,5,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3369,43,3326,3263,1458,1780,1,16,0,8,63,56,20,25,1,0,3,4,2,0,1,0,0,0,0,0,0,7,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1866,1701,165,6,0,0,0,0,0,6,0,0,6
PLST,GA,700,00,00,000,0041232,7000000US13169000004,13169000004,3,5,13,01705317,169,H1,00345367,31420,1,356,99999,000004,A,126252696,467158,DAVIDSON,DAVIDSON,N,2169,937,+32.9412822,-083.4433458,00,13169000004,2169,2084,1915,146,5,12,0,6,85,78,11,33,1,0,25,8,0,0,0,0,0,0,0,0,0,7,0,0,1,1,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2169,33,2136,2074,1913,140,5,12,0,4,62,60,11,30,1,0,10,8,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1699,1650,1515,116,5,10,0,4,49,47,2,24,1,0,18,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1699,22,1677,1641,1513,110,5,10,0,3,36,36,2,21,1,0,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,937,862,75,0,0,0,0,0,0,0,0,0,0
PLST,GA,700,00,00,000,0041233,7000000US13169000005,13169000005,3,5,13,01705317,169,H1,00345367,31420,1,356,99999,000005,A,219388771,459928,POPE,POPE,N,2476,1071,+33.0629446,-083.4588610,00,13169000005,2476,2387,1817,544,6,5,0,15,89,86,15,37,4,0,23,5,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2476,29,2447,2372,1812,540,6,5,0,9,75,74,15,37,4,0,11,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1909,1858,1411,438,1,4,0,4,51,50,4,26,4,0,14,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1909,15,1894,1851,1408,435,1,4,0,3,43,43,4,26,4,0,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1071,941,130,13,0,0,0,0,0,13,0,0,13
PLST,GA,700,00,00,000,0041234,7000000US13169000006,13169000006,3,5,13,01705317,169,H1,00345367,31420,1,356,99999,000006,A,297363500,457726,BARRON,BARRON,N,1854,741,+33.0806806,-083.6088661,00,13169000006,1854,1801,1348,428,0,2,3,20,53,52,13,14,1,0,15,7,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1854,32,1822,1779,1342,426,0,2,3,6,43,42,13,14,1,0,7,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1407,1369,1004,348,0,2,2,13,38,37,7,12,1,0,11,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1407,21,1386,1356,1001,348,0,2,2,3,30,29,7,12,1,0,3,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,741,666,75,71,71,0,0,71,0,0,0,0,0
PLST,GA,700,00,00,000,0041235,7000000US13169000008,13169000008,3,5,13,01705317,169,H1,00345367,31420,1,356,99999,000008,A,54089110,774310,SANDERS,SANDERS,N,290,144,+33.0925144,-083.7658915,00,13169000008,290,285,245,38,0,1,0,1,5,4,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,290,3,287,284,244,38,0,1,0,1,3,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,228,224,187,36,0,1,0,0,4,3,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,228,1,227,224,187,36,0,1,0,0,3,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,131,13,0,0,0,0,0,0,0,0,0,0
PLST,GA,700,00,00,000,0041236,7000000US13169000009,13169000009,3,5,13,01705317,169,H1,00345367,31420,1,356,99999,000009,A,111665725,1051918,FINNEY,FINNEY,N,3161,1285,+32.9530978,-083.6648347,00,13169000009,3161,3044,2581,399,1,51,1,11,117,105,17,29,12,0,39,3,0,0,5,0,0,0,0,0,0,9,7,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3161,64,3097,3013,2550,399,1,51,1,11,84,74,17,29,12,0,11,3,0,0,2,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2451,2387,2024,318,1,39,0,5,64,58,9,23,6,0,17,0,0,0,3,0,0,0,0,0,0,6,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2451,45,2406,2358,1995,318,1,39,0,5,48,43,9,23,6,0,5,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1285,1206,79,0,0,0,0,0,0,0,0,0,0
PLST,GA,700,00,00,000,0041237,7000000US13169000010,13169000010,3,5,13,01705317,169,H1,00345367,31420,1,356,99999,000010,A,59527962,138012,HAWKINS,HAWKINS,N,4270,1672,+32.8825215,-083.5255820,00,13169000010,4270,4101,3149,900,11,5,1,35,169,159,43,60,3,1,38,9,4,0,1,0,0,0,0,0,0,10,0,1,1,5,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4270,81,4189,4052,3121,899,11,5,1,15,137,130,43,60,3,1,9,9,4,0,1,0,0,0,0,0,0,7,0,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3169,3081,2376,665,11,4,0,25,88,83,9,47,0,1,14,8,4,0,0,0,0,0,0,0,0,5,0,1,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3169,36,3133,3056,2362,665,11,4,0,14,77,74,9,47,0,1,5,8,4,0,0,0,0,0,0,0,0,3,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1672,1506,166,0,0,0,0,0,0,0,0,0,0
PLST,GA,700,00,00,000,0041238,7000000US13169000011,13169000011,3,5,13,01705317,169,H1,00345367,31420,1,356,99999,000011,A,9110583,24228,ETHRIDGE,ETHRIDGE,N,3211,1347,+33.0077599,-083.5345554,00,13169000011,3211,3094,2177,854,9,18,1,35,117,112,30,43,17,0,15,5,1,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3211,61,3150,3045,2162,853,8,18,1,3,105,104,30,43,17,0,8,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2368,2309,1620,634,9,17,0,29,59,58,2,31,8,0,12,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2368,45,2323,2270,1610,633,8,17,0,2,53,53,2,31,8,0,7,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1347,1274,73,129,129,127,0,2,0,0,0,0,0
