FILEID,STUSAB,SUMLEV,GEOVAR,GEOCOMP,CHARITER,LOGRECNO,GEOID,GEOCODE,REGION,DIVISION,STATE,STATENS,COUNTY,COUNTYCC,COUNTYNS,CBSA,MEMI,CSA,METDIV,VTD,VTDI,AREALAND,AREAWATR,BASENAME,NAME,FUNCSTAT,POP100,HU100,INTPTLAT,INTPTLON,LSADC,GEOID20,P0010001,P0010002,P0010003,P0010004,P0010005,P0010006,P0010007,P0010008,P0010009,P0010010,P0010011,P0010012,P0010013,P0010014,P0010015,P0010016,P0010017,P0010018,P0010019,P0010020,P0010021,P0010022,P0010023,P0010024,P0010025,P0010026,P0010027,P0010028,P0010029,P0010030,P0010031,P0010032,P0010033,P0010034,P0010035,P0010036,P0010037,P0010038,P0010039,P0010040,P0010041,P0010042,P0010043,P0010044,P0010045,P0010046,P0010047,P0010048,P0010049,P0010050,P0010051,P0010052,P0010053,P0010054,P0010055,P0010056,P0010057,P0010058,P0010059,P0010060,P0010061,P0010062,P0010063,P0010064,P0010065,P0010066,P0010067,P0010068,P0010069,P0010070,P0010071,P0020001,P0020002,P0020003,P0020004,P0020005,P0020006,P0020007,P0020008,P0020009,P0020010,P0020011,P0020012,P0020013,P0020014,P0020015,P0020016,P0020017,P0020018,P0020019,P0020020,P0020021,P0020022,P0020023,P0020024,P0020025,P0020026,P0020027,P0020028,P0020029,P0020030,P0020031,P0020032,P0020033,P0020034,P0020035,P0020036,P0020037,P0020038,P0020039,P0020040,P0020041,P0020042,P0020043,P0020044,P0020045,P0020046,P0020047,P0020048,P0020049,P0020050,P0020051,P0020052,P0020053,P0020054,P0020055,P0020056,P0020057,P0020058,P0020059,P0020060,P0020061,P0020062,P0020063,P0020064,P0020065,P0020066,P0020067,P0020068,P0020069,P0020070,P0020071,P0020072,P0020073,P0030001,P0030002,P0030003,P0030004,P0030005,P0030006,P0030007,P0030008,P0030009,P0030010,P0030011,P0030012,P0030013,P0030014,P0030015,P0030016,P0030017,P0030018,P0030019,P0030020,P0030021,P0030022,P0030023,P0030024,P0030025,P0030026,P0030027,P0030028,P0030029,P0030030,P0030031,P0030032,P0030033,P0030034,P0030035,P0030036,P0030037,P0030038,P0030039,P0030040,P0030041,P0030042,P0030043,P0030044,P0030045,P0030046,P0030047,P0030048,P0030049,P0030050,P0030051,P0030052,P0030053,P0030054,P0030055,P0030056,P0030057,P0030058,P0030059,P0030060,P0030061,P0030062,P0030063,P0030064,P0030065,P0030066,P0030067,P0030068,P0030069,P0030070,P0030071,P0040001,P0040002,P0040003,P0040004,P0040005,P0040006,P0040007,P0040008,P0040009,P0040010,P0040011,P0040012,P0040013,P0040014,P0040015,P0040016,P0040017,P0040018,P0040019,P0040020,P0040021,P0040022,P0040023,P0040024,P0040025,P0040026,P0040027,P0040028,P0040029,P0040030,P0040031,P0040032,P0040033,P0040034,P0040035,P0040036,P0040037,P0040038,P0040039,P0040040,P0040041,P0040042,P0040043,P0040044,P0040045,P0040046,P0040047,P0040048,P0040049,P0040050,P0040051,P0040052,P0040053,P0040054,P0040055,P0040056,P0040057,P0040058,P0040059,P0040060,P0040061,P0040062,P0040063,P0040064,P0040065,P0040066,P0040067,P0040068,P0040069,P0040070,P0040071,P0040072,P0040073,H0010001,H0010002,H0010003,P0050001,P0050002,P0050003,P0050004,P0050005,P0050006,P0050007,P0050008,P0050009,P0050010
PLST,GA,700,00,00,000,0039454,7000000US13039000011,13039000011,3,5,13,01705317,039,H1,01671316,41220,2,300,99999,000011,A,8262041,143282,MARY LEE CLARK,MARY LEE CLARK,N,5806,2402,+30.7690865,-081.5866487,00,13039000011,5806,5270,3911,1078,40,111,2,128,536,491,95,101,50,5,197,2,15,1,13,0,0,0,10,0,2,41,21,3,0,4,0,1,3,4,2,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,5806,534,5272,4946,3743,1045,28,103,2,25,326,296,84,94,39,5,41,2,15,1,5,0,0,0,10,0,0,29,19,3,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,4247,3932,2914,810,29,80,2,97,315,294,31,72,27,0,134,2,11,1,7,0,0,0,7,0,2,20,9,0,0,0,0,0,3,4,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,4247,343,3904,3710,2810,788,20,72,2,18,194,180,31,68,27,0,28,2,11,1,5,0,0,0,7,0,0,13,7,0,0,0,0,0,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2402,2245,157,0,0,0,0,0,0,0,0,0,0
PLST,GA,700,00,00,000,0039455,7000000US13039000012,13039000012,3,5,13,01705317,039,H1,01671316,41220,2,300,99999,000012,A,19025924,3984639,SOUTH SAINT MARY,SOUTH SAINT MARY,N,2918,1413,+30.7389028,-081.5433441,00,13039000012,2918,2726,2317,327,11,14,6,51,192,173,44,39,13,1,57,9,0,0,7,0,0,0,1,2,0,15,4,2,0,1,4,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,4,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2918,141,2777,2631,2279,316,7,11,4,14,146,130,43,35,10,1,23,9,0,0,6,0,0,0,1,2,0,12,4,2,0,0,4,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,4,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2352,2239,1915,269,7,12,3,33,113,102,16,28,4,1,38,7,0,0,6,0,0,0,1,1,0,9,0,2,0,1,2,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2352,99,2253,2165,1891,259,3,9,1,2,88,80,16,28,4,1,16,7,0,0,6,0,0,0,1,1,0,6,0,2,0,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1413,1236,177,0,0,0,0,0,0,0,0,0,0
PLST,GA,700,00,00,000,0039456,7000000US13039000013,13039000013,3,5,13,01705317,039,H1,01671316,41220,2,300,99999,000013,A,26407814,3510376,MUSH BLUFF,MUSH BLUFF,N,4305,1716,+30.8070803,-081.5908236,00,13039000013,4305,3909,3176,547,29,68,0,89,396,371,86,95,42,6,116,10,1,2,13,0,0,0,0,0,0,23,5,0,2,2,4,0,5,3,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,4305,323,3982,3730,3077,537,20,65,0,31,252,239,74,78,36,6,29,10,1,2,3,0,0,0,0,0,0,12,4,0,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3214,2990,2412,429,22,56,0,71,224,210,33,61,34,1,62,9,0,1,9,0,0,0,0,0,0,12,2,0,0,0,1,0,5,3,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,3214,204,3010,2866,2350,425,14,56,0,21,144,141,29,55,34,1,12,9,0,1,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1716,1589,127,19,19,0,19,0,0,0,0,0,0
PLST,GA,700,00,00,000,0039457,7000000US13039000014,13039000014,3,5,13,01705317,039,H1,01671316,41220,2,300,99999,000014,A,27790858,4408889,WEST SAINT MARY,WEST SAINT MARY,N,4088,1750,+30.7457658,-081.5952544,00,13039000014,4088,3814,3444,242,13,68,2,45,274,251,50,70,28,4,76,3,1,0,10,0,0,2,3,3,1,18,4,1,0,2,0,1,4,2,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,4088,158,3930,3737,3389,240,11,68,2,27,193,178,44,67,27,4,22,1,1,0,6,0,0,0,3,3,0,10,4,1,0,1,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,3356,3187,2890,204,11,52,2,28,169,153,16,50,11,4,58,0,0,0,9,0,0,1,0,3,1,11,4,1,0,1,0,0,2,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,3356,100,3256,3142,2863,204,9,52,2,12,114,103,16,49,11,4,14,0,0,0,6,0,0,0,0,3,0,6,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,1750,1640,110,90,72,0,0,72,0,18,0,0,18
PLST,GA,700,00,00,000,0039458,7000000US13043001685,13043001685,3,5,13,01705317,043,H1,00342852,99999,9,999,99999,001685,A,313754757,7228893,METTER,METTER,N,5599,2420,+32.4346888,-082.0614043,00,13043001685,5599,5389,3329,1753,8,18,1,280,210,187,47,41,3,1,85,0,0,0,4,0,2,1,0,3,0,21,7,0,0,0,1,2,8,0,2,0,0,0,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5599,452,5147,5039,3254,1744,7,17,1,16,108,92,44,38,3,0,0,0,0,0,3,0,2,0,0,2,0,14,7,0,0,0,1,1,3,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4242,4132,2668,1268,8,18,1,169,110,103,12,32,0,1,48,0,0,0,4,0,2,1,0,3,0,6,0,0,0,0,1,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4242,270,3972,3917,2624,1259,7,17,1,9,55,48,12,29,0,0,0,0,0,0,3,0,2,0,0,2,0,6,0,0,0,0,1,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2420,2135,285,205,205,0,0,205,0,0,0,0,0
PLST,GA,700,00,00,000,0039459,7000000US13043001736,13043001736,3,5,13,01705317,043,H1,00342852,99999,9,999,99999,001736,A,315766084,7789296,CANDLER,CANDLER,N,5382,2209,+32.3646217,-082.0541872,00,13043001736,5382,4983,3439,942,22,47,2,531,399,380,27,70,2,0,260,5,0,0,9,0,0,1,0,6,0,14,1,0,0,0,2,1,2,0,4,0,0,0,3,1,0,0,0,0,0,0,5,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5382,926,4456,4320,3313,937,12,46,2,10,136,126,27,69,2,0,19,5,0,0,4,0,0,0,0,0,0,6,0,0,0,0,2,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3999,3765,2682,700,22,24,2,335,234,225,4,50,0,0,152,4,0,0,9,0,0,1,0,5,0,5,1,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3999,565,3434,3346,2605,698,12,23,2,6,88,80,4,49,0,0,19,4,0,0,4,0,0,0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2209,1981,228,93,93,13,0,80,0,0,0,0,0
PLST,GA,700,00,00,000,0039460,7000000US13045000501,13045000501,3,5,13,01705317,045,H1,00326650,12060,1,122,99999,000501,A,47306059,239561,BETHANY,BETHANY,N,6586,2450,+33.5958641,-085.0133296,00,13045000501,6586,6080,4036,1547,30,15,0,452,506,486,112,87,16,3,227,5,6,0,18,0,0,12,0,0,0,20,9,0,0,0,0,0,5,1,1,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6586,841,5745,5488,3904,1527,14,13,0,30,257,244,108,81,16,3,25,4,6,0,1,0,0,0,0,0,0,13,8,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4838,4545,3086,1140,22,13,0,284,293,284,35,74,8,3,142,1,2,0,13,0,0,6,0,0,0,9,2,0,0,0,0,0,2,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4838,523,4315,4174,3004,1126,14,11,0,19,141,135,35,71,8,3,15,0,2,0,1,0,0,0,0,0,0,6,2,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2450,2247,203,5,5,0,5,0,0,0,0,0,0
PLST,GA,700,00,00,000,0039461,7000000US13045000640,13045000640,3,5,13,01705317,045,H1,00326650,12060,1,122,99999,000640,A,40499324,684800,V R COUNTY SOUTH,V R COUNTY SOUTH,N,4020,1497,+33.6995182,-084.9499365,00,13045000640,4020,3705,3121,411,21,39,0,113,315,292,70,92,17,0,102,4,1,0,6,0,0,0,0,0,0,21,8,2,1,4,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4020,268,3752,3537,3074,400,9,37,0,17,215,202,70,87,17,0,18,3,1,0,6,0,0,0,0,0,0,11,7,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3056,2869,2441,302,21,32,0,73,187,175,26,75,6,0,61,4,1,0,2,0,0,0,0,0,0,11,3,0,1,3,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3056,163,2893,2760,2412,300,9,30,0,9,133,127,26,71,6,0,18,3,1,0,2,0,0,0,0,0,0,5,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1497,1389,108,0,0,0,0,0,0,0,0,0,0
PLST,GA,700,00,00,000,0039462,7000000US13045000641,13045000641,3,5,13,01705317,045,H1,00326650,12060,1,122,99999,000641,A,32655248,667334,V R COUNTY NORTH,V R COUNTY NORTH,N,7613,2737,+33.7647545,-084.9459570,00,13045000641,7613,7096,5641,1182,38,45,3,187,517,486,95,159,42,0,169,3,6,0,12,0,0,0,0,0,0,31,13,4,0,1,3,0,5,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7613,426,7187,6799,5537,1172,19,45,3,23,388,371,92,157,41,0,64,3,6,0,8,0,0,0,0,0,0,17,10,3,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5684,5340,4286,861,28,37,3,125,344,331,36,127,20,0,131,2,6,0,9,0,0,0,0,0,0,13,7,1,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5684,279,5405,5143,4220,860,15,37,3,8,262,255,33,127,19,0,60,2,6,0,8,0,0,0,0,0,0,7,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2737,2605,132,0,0,0,0,0,0,0,0,0,0
PLST,GA,700,00,00,000,0039463,7000000US13045000642,13045000642,3,5,13,01705317,045,H1,00326650,12060,1,122,99999,000642,A,25397819,88214,VILLA RICA CITY,VILLA RICA CITY,N,9624,3905,+33.7310787,-084.9274098,00,13045000642,9624,8902,4842,3486,35,177,1,361,722,676,212,122,26,3,223,12,12,0,60,0,0,0,2,4,0,42,20,5,0,5,1,0,10,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,9624,742,8882,8423,4717,3437,18,177,1,73,459,431,203,118,26,3,38,12,12,0,17,0,0,0,2,0,0,26,20,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6999,6597,3717,2506,18,131,1,224,402,374,72,96,7,0,146,7,8,0,36,0,0,0,2,0,0,25,11,5,0,1,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,6999,463,6536,6296,3641,2485,9,131,1,29,240,222,72,92,7,0,25,7,8,0,9,0,0,0,2,0,0,17,11,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3905,3603,302,0,0,0,0,0,0,0,0,0,0
PLST,GA,700,00,00,000,0039464,7000000US13045000649,13045000649,3,5,13,01705317,045,H1,00326650,12060,1,122,99999,000649,A,54232907,1069447,TEMPLE COUNTY,TEMPLE COUNTY,N,6140,2140,+33.7438214,-085.0085785,00,13045000649,6140,5789,5066,565,30,27,1,100,351,336,75,113,23,4,95,13,0,1,9,0,0,3,0,0,0,14,6,2,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6140,234,5906,5631,5005,559,23,26,1,17,275,264,75,112,22,4,31,13,0,1,5,0,0,1,0,0,0,10,5,2,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4552,4321,3782,422,19,21,1,76,231,222,29,91,9,4,72,9,0,1,5,0,0,2,0,0,0,9,5,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4552,149,4403,4225,3751,418,18,21,1,16,178,170,29,90,8,4,27,9,0,1,2,0,0,0,0,0,0,8,4,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2140,2054,86,0,0,0,0,0,0,0,0,0,0
PLST,GA,700,00,00,000,0039465,7000000US13045000650,13045000650,3,5,13,01705317,045,H1,00326650,12060,1,122,99999,000650,A,17611098,234408,TEMPLE CITY,TEMPLE CITY,N,5026,1823,+33.7361662,-085.0298202,00,13045000650,5026,4664,3403,1027,18,64,0,152,362,338,60,134,18,2,107,4,2,0,6,0,0,2,0,0,3,21,6,2,1,2,3,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5026,310,4716,4470,3350,1024,13,63,0,20,246,232,58,128,16,2,18,3,2,0,2,0,0,2,0,0,1,14,4,2,0,2,3,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3625,3388,2523,706,8,48,0,103,237,219,19,107,11,2,67,3,2,0,5,0,0,0,0,0,3,15,6,2,1,2,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3625,209,3416,3255,2486,703,4,47,0,15,161,149,18,101,9,2,13,2,2,0,1,0,0,0,0,0,1,12,4,2,0,2,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1823,1721,102,0,0,0,0,0,0,0,0,0,0
PLST,GA,700,00,00,000,0039466,7000000US13045000682,13045000682,3,5,13,01705317,045,H1,00326650,12060,1,122,99999,000682,A,126935750,1526137,WHITESBURG,WHITESBURG,N,2854,1163,+33.5069554,-084.9139423,00,13045000682,2854,2707,2542,114,11,5,0,35,147,139,29,62,5,0,41,0,1,0,0,0,0,1,0,0,0,7,3,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2854,62,2792,2661,2523,114,7,5,0,12,131,126,29,60,4,0,32,0,1,0,0,0,0,0,0,0,0,4,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2259,2157,2023,93,11,4,0,26,102,100,13,52,2,0,32,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2259,45,2214,2122,2008,93,7,4,0,10,92,91,13,52,1,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1163,1049,114,0,0,0,0,0,0,0,0,0,0
PLST,GA,700,00,00,000,0039467,7000000US13045000713,13045000713,3,5,13,01705317,045,H1,00326650,12060,1,122,99999,000713,A,142157871,2128953,ROOPVILLE,ROOPVILLE,N,4186,1682,+33.4551808,-085.0905644,00,13045000713,4186,3990,3730,196,4,24,0,36,196,182,51,66,8,0,48,4,1,0,2,0,0,2,0,0,0,13,0,0,0,7,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4186,103,4083,3929,3705,191,3,24,0,6,154,149,50,60,8,0,25,4,1,0,0,0,0,1,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3240,3111,2919,152,4,13,0,23,129,123,18,53,5,0,42,4,0,0,0,0,0,1,0,0,0,6,0,0,0,4,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3240,64,3176,3075,2910,147,3,13,0,2,101,97,18,50,5,0,20,4,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1682,1549,133,0,0,0,0,0,0,0,0,0,0
PLST,GA,700,00,00,000,0039468,7000000US13045000715,13045000715,3,5,13,01705317,045,H1,00326650,12060,1,122,99999,000715,A,27526238,199307,OAK GROVE,OAK GROVE,N,2410,894,+33.5294832,-085.0922708,00,13045000715,2410,2257,1837,272,6,11,0,131,153,148,30,36,13,1,53,3,0,0,9,0,0,0,0,0,3,4,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2410,239,2171,2086,1794,270,1,11,0,10,85,82,26,34,13,1,3,2,0,0,3,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1792,1708,1424,192,4,5,0,83,84,83,2,28,6,0,33,3,0,0,8,0,0,0,0,0,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1792,148,1644,1601,1399,190,0,5,0,7,43,42,2,26,6,0,3,2,0,0,3,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,894,799,95,81,81,0,0,81,0,0,0,0,0
PLST,GA,700,00,00,000,0039469,7000000US13045001006,13045001006,3,5,13,01705317,045,H1,00326650,12060,1,122,99999,001006,A,79532864,178335,KANSAS,KANSAS,N,1538,636,+33.6190478,-085.2697675,00,13045001006,1538,1477,1431,16,3,11,0,16,61,58,12,31,0,0,12,3,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1538,25,1513,1461,1426,15,3,11,0,6,52,51,12,29,0,0,7,3,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1215,1168,1139,14,2,6,0,7,47,46,2,31,0,0,10,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1215,15,1200,1161,1138,13,2,6,0,2,39,39,2,29,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,636,574,62,0,0,0,0,0,0,0,0,0,0
