UNIQUE_ID,COUNTYFP,county,G22A01NO,G22A01YES,G22A02NO,G22A02YES,G22AGRDHEM,G22AGRLRAU,G22AGRRHAR,G22ATGDJOR,G22ATGLCOW,G22ATGRCAR,G22GOVDABR,G22GOVLHAZ,G22GOVRKEM,G22INSDROB,G22INSRKIN,G22LABDBOD,G22LABLAND,G22LABRTHO,G22LTGDBAI,G22LTGLGRA,G22LTGRJON,G22RFANO,G22RFAYES,G22RFBNO,G22RFBYES,G22SOSDNGU,G22SOSLMET,G22SOSRRAF,G22SUPDSEA,G22SUPRWOO,G22USSDWAR,G22USSLOLI,G22USSRWAL,GCON01DHER,GCON01RCAR,GCON02DBIS,GCON02RWES,GCON03DALM,GCON03RFER,GCON04DJOH,GCON04RCHA,GCON05DWIL,GCON05RZIM,GCON06DCHR,GCON06RMCC,GCON07DMCB,GCON07RGON,GCON08DBUT,GCON08RSCO,GCON09DFOR,GCON09RCLY,GCON10DJOH,GCON10RCOL,GCON11DDAZ,GCON11RLOU,GCON12DJOH,GCON12RALL,GCON13DSCO,GCON13RGON,GCON14DFLO,GCON14RGRE,GSL001RCAM,GSL002RTAR,GSL003RHOR,GSL004RCAR,GSL005RBAR,GSL006RRID,GSL007RRAL,GSL008DKRI,GSL008RGUN,GSL009RWAD,GSL010RAND,GSL011DHOL,GSL011RJAS,GSL012RLUM,GSL013RDEM,GSL014RSCO,GSL015RGAM,GSL016RKEL,GSL017DMAR,GSL017RMOM,GSL018DRHU,GSL018RSMI,GSL019DCOY,GSL019RGUL,GSL020RBYR,GSL021RTHO,GSL022DHIL,GSL022RRID,GSL023RBAL,GSL024DWAL,GSL024RBAR,GSL025DMEY,GSL025RJON,GSL026DHEL,GSL026RMCD,GSL027RHAW,GSL028DWOO,GSL028RCOX,GSL029DPAN,GSL029RDUB,GSL030DFLO,GSL030RMCC,GSL031RDUN,GSL032RERW,GSL033RPOW,GSL034DCOK,GSL034RSEA,GSL035DCAM,GSL035RTRI,GSL036DRYN,GSL036REHR,GSL037DWIL,GSL037RRED,GSL038DWIL,GSL039DCUM,GSL039RANG,GSL040DSTO,GSL040RFON,GSL041DSMI,GSL041RROD,GSL042DANU,GSL043DADE,GSL043RTIL,GSL044DOYO,GSL044RPAR,GSL045DMCC,GSL045RCOO,GSL046DGAR,GSL046RCAR,GSL047RJON,GSL048DROB,GSL048RHIL,GSL049DGIL,GSL049RMAR,GSL050DAU,GSL050RRED,GSL051DPAN,GSL051RKOR,GSL052DROB,GSL052RAHR,GSL053DCOF,GSL053RSIL,GSL054DHOL,GSL054RBAI,GSL055DWIL,GSL055RLEN,GSL056DMAI,GSL057DEVA,GSL058DCAN,GSL059DOLA,GSL060DJON,GSL061DBRU,GSL062DMIL,GSL063DSCH,GSL064DEDW,GSL064RNEW,GSL065DTHO,GSL065RHOR,GSL066DALE,GSL067DGLA,GSL067RAMI,GSL068DNAG,GSL068RMAT,GSL069DBAZ,GSL070DAND,GSL070RSMI,GSL071DOKA,GSL071RCOL,GSL072RHUD,GSL073RBON,GSL074DHAR,GSL074RMAT,GSL075DGLA,GSL075RASH,GSL076DSCO,GSL077DBUR,GSL078DDOU,GSL079DNEA,GSL080DTRA,GSL080RAND,GSL081DHOL,GSL081RBEN,GSL082DOLI,GSL082RMIL,GSL083DLUP,GSL083RBER,GSL084DCRA,GSL085DDRE,GSL086DBAR,GSL086RKIN,GSL087DDAV,GSL088DMIT,GSL088RFRE,GSL089DEVA,GSL089RSHE,GSL090DDRA,GSL090RDIO,GSL091DMOO,GSL092DTAY,GSL093DCAR,GSL094DBEN,GSL095DKEN,GSL095RDAW,GSL096DMAR,GSL096RLOW,GSL097DROM,GSL097RCHA,GSL098DLIM,GSL099DDUG,GSL099RREE,GSL100DJAC,GSL100RCLA,GSL101DKEN,GSL101RPRO,GSL102DOKO,GSL102RHAR,GSL103DANA,GSL103RHON,GSL104DREI,GSL104REFS,GSL105DMUG,GSL105RDON,GSL106DHUT,GSL106RWRE,GSL107DPAR,GSL107RCAO,GSL108DCLA,GSL108RCRI,GSL109DMCC,GSL110DADE,GSL111DCOX,GSL111RMAR,GSL112DREE,GSL112RWIL,GSL113DHEN,GSL114DADA,GSL114RFLE,GSL115DLEW,GSL116DHOL,GSL116RBEN,GSL117DRUC,GSL117RDAN,GSL118DBEL,GSL118RCRO,GSL119RRAM,GSL120DJOH,GSL120RGAI,GSL121DAUE,GSL121RWIE,GSL122DFRY,GSL123RLEV,GSL124DHOW,GSL124RRHO,GSL125RFLE,GSL126DFRA,GSL126RHAR,GSL127RNEW,GSL128DJAC,GSL129DHOW,GSL130DGLA,GSL130RSWE,GSL131RLOT,GSL132DPRI,GSL133DWAL,GSL133RVAN,GSL134DDIC,GSL134RKNI,GSL135RCAM,GSL136RJEN,GSL137DBUC,GSL137RRIC,GSL138RSMI,GSL139RSMI,GSL140DREE,GSL141DHUG,GSL142DPAR,GSL143DBEV,GSL144DCON,GSL144RWAS,GSL145RDIC,GSL146DDRI,GSL146RBLA,GSL147DPHI,GSL147RBAL,GSL148RWIL,GSL149RMAT,GSL150DBEN,GSL151DBAR,GSL151RCHE,GSL152RYEA,GSL153DSAM,GSL153RTAY,GSL154DHAY,GSL154RGRE,GSL155RHAT,GSL156DKIT,GSL156RHAG,GSL157RWER,GSL158DSMI,GSL158RPAR,GSL159RBUR,GSL160RFRA,GSL161DBAR,GSL161RHIT,GSL162DGIL,GSL163DWES,GSL164DTHO,GSL164RSTE,GSL165DJAC,GSL166RPET,GSL167RDEL,GSL168DWIL,GSL169DBRO,GSL169RPIR,GSL170RHOU,GSL171RCAM,GSL172RWAT,GSL173DSR,GSL173RTAY,GSL174RCOR,GSL175RLAH,GSL176RBUR,GSL177DSHA,GSL178RMEE,GSL179RTOW,GSL180RSAI,GSU01DJON,GSU01RWAT,GSU02DMAL,GSU02RYOU,GSU03RHOD,GSU04RHIC,GSU05DRAH,GSU06DEST,GSU06RGLA,GSU07DISL,GSU07RMCK,GSU08RGOO,GSU09DMER,GSU10DJON,GSU11RBUR,GSU12DSIM,GSU13RSUM,GSU14DMCL,GSU14RHAU,GSU15DHAR,GSU16DDUB,GSU16RHAR,GSU17DMOR,GSU17RSTR,GSU18DBEN,GSU18RKEN,GSU19DMOO,GSU19RTIL,GSU20RWAL,GSU21RBEA,GSU22DJON,GSU22RDAN,GSU23RBUR,GSU24RAND,GSU25DROD,GSU25RWIL,GSU26DLUC,GSU27DBIN,GSU27RDOL,GSU28RBRA,GSU29DWRI,GSU29RROB,GSU30RDUG,GSU31RANA,GSU32DBEN,GSU32RKIR,GSU33DRHE,GSU34DSEA,GSU34RSMI,GSU35DJAM,GSU36DORR,GSU37DPAR,GSU37RSET,GSU38DTAT,GSU39DHAL,GSU40DHAR,GSU40RMCD,GSU41DJAC,GSU41RJON,GSU42DPAR,GSU43DAND,GSU43RWIL,GSU44DDAV,GSU45DJON,GSU45RDIX,GSU46DFER,GSU46RCOW,GSU47DSCO,GSU47RGIN,GSU48DUDD,GSU48RSTI,GSU49DCOO,GSU49RECH,GSU50DWIL,GSU50RHAT,GSU51RGOO,GSU52RHUF,GSU53RMOO,GSU54RPAY,GSU55DBUT,GSU56DTHO,GSU56RALB,R22USSDWAR,R22USSRWAL,NAME20
021-Vineville 4,21,Bibb,258,1393,148,1522,1437,32,218,1449,23,218,1489,6,224,1457,229,1427,31,225,1428,30,231,570,1079,444,1208,1411,20,261,1447,243,1505,14,188,0,0,1500,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1441,155,Vineville 4
021-Vineville 5,21,Bibb,174,1213,126,1270,580,38,777,632,24,746,626,12,777,614,786,611,35,753,623,39,744,557,816,343,1033,588,39,782,601,803,695,23,688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,630,779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,643,748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,664,630,Vineville 5
021-Vineville 6,21,Bibb,184,1415,145,1459,735,44,827,791,19,815,782,16,845,757,850,759,48,790,797,35,788,649,910,360,1213,726,32,861,754,862,891,29,710,0,0,433,305,0,0,0,0,0,0,0,0,0,0,382,486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,851,652,Vineville 6
021-Warrior 1,21,Bibb,220,1448,172,1502,541,18,1138,566,13,1126,544,3,1171,548,1150,546,28,1121,557,12,1128,582,1077,350,1300,528,43,1122,547,1149,602,18,1089,0,0,623,1076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,540,1153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,571,999,Warrior 1
021-Warrior 2,21,Bibb,235,1762,204,1807,706,22,1323,730,17,1304,714,9,1341,718,1330,714,30,1301,723,20,1312,728,1255,412,1581,699,39,1307,722,1333,763,18,1278,0,0,794,1259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,984,0,0,0,387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,711,1337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,730,1162,Warrior 2
023-1,23,Bleckley,590,4008,462,4169,863,85,3813,944,61,3753,883,36,3886,903,3849,873,105,3770,902,90,3770,1515,3054,908,3664,865,143,3723,895,3866,1039,77,3675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,864,3890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1011,3456,1
025-Hoboken,25,Brantley,182,1572,199,1563,88,15,1743,103,24,1718,86,12,1751,100,1732,99,20,1723,92,24,1727,718,1021,422,1329,89,56,1679,97,1745,112,27,1708,97,1747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1746,0,0,0,0,0,0,0,0,0,0,1768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,1637,Hoboken
025-Nahunta,25,Brantley,256,1743,212,1804,151,26,1922,179,27,1898,151,21,1954,175,1924,157,33,1905,154,24,1922,823,1157,453,1540,143,63,1885,168,1937,182,28,1909,163,1947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1956,0,0,0,0,0,0,0,0,0,0,1979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182,1812,Nahunta
025-Waynesville,25,Brantley,226,1607,162,1685,161,27,1687,177,20,1682,156,17,1711,175,1698,169,29,1682,169,19,1685,726,1099,364,1470,152,77,1641,179,1696,183,39,1658,171,1710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1751,0,0,0,0,0,0,0,0,0,0,1772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186,1590,Waynesville
027-Barwick,27,Brooks,32,181,22,195,57,3,163,57,2,166,57,1,166,58,167,56,3,166,55,1,168,68,144,39,179,52,6,165,57,167,58,4,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,144,Barwick
027-Briggs,27,Brooks,135,967,122,994,184,25,937,208,18,917,206,9,942,207,932,199,23,923,207,16,927,423,668,251,848,198,28,918,205,941,224,16,916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202,945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199,839,Briggs
027-Dixie,27,Brooks,71,492,84,489,268,8,312,274,2,310,281,3,314,268,315,272,8,308,267,9,304,229,333,168,390,256,9,314,269,314,286,6,301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,270,321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,263,274,Dixie
