UNIQUE_ID,COUNTYFP,county,G22A01NO,G22A01YES,G22A02NO,G22A02YES,G22AGRDHEM,G22AGRLRAU,G22AGRRHAR,G22ATGDJOR,G22ATGLCOW,G22ATGRCAR,G22GOVDABR,G22GOVLHAZ,G22GOVRKEM,G22INSDROB,G22INSRKIN,G22LABDBOD,G22LABLAND,G22LABRTHO,G22LTGDBAI,G22LTGLGRA,G22LTGRJON,G22RFANO,G22RFAYES,G22RFBNO,G22RFBYES,G22SOSDNGU,G22SOSLMET,G22SOSRRAF,G22SUPDSEA,G22SUPRWOO,G22USSDWAR,G22USSLOLI,G22USSRWAL,GCON01DHER,GCON01RCAR,GCON02DBIS,GCON02RWES,GCON03DALM,GCON03RFER,GCON04DJOH,GCON04RCHA,GCON05DWIL,GCON05RZIM,GCON06DCHR,GCON06RMCC,GCON07DMCB,GCON07RGON,GCON08DBUT,GCON08RSCO,GCON09DFOR,GCON09RCLY,GCON10DJOH,GCON10RCOL,GCON11DDAZ,GCON11RLOU,GCON12DJOH,GCON12RALL,GCON13DSCO,GCON13RGON,GCON14DFLO,GCON14RGRE,GSL001RCAM,GSL002RTAR,GSL003RHOR,GSL004RCAR,GSL005RBAR,GSL006RRID,GSL007RRAL,GSL008DKRI,GSL008RGUN,GSL009RWAD,GSL010RAND,GSL011DHOL,GSL011RJAS,GSL012RLUM,GSL013RDEM,GSL014RSCO,GSL015RGAM,GSL016RKEL,GSL017DMAR,GSL017RMOM,GSL018DRHU,GSL018RSMI,GSL019DCOY,GSL019RGUL,GSL020RBYR,GSL021RTHO,GSL022DHIL,GSL022RRID,GSL023RBAL,GSL024DWAL,GSL024RBAR,GSL025DMEY,GSL025RJON,GSL026DHEL,GSL026RMCD,GSL027RHAW,GSL028DWOO,GSL028RCOX,GSL029DPAN,GSL029RDUB,GSL030DFLO,GSL030RMCC,GSL031RDUN,GSL032RERW,GSL033RPOW,GSL034DCOK,GSL034RSEA,GSL035DCAM,GSL035RTRI,GSL036DRYN,GSL036REHR,GSL037DWIL,GSL037RRED,GSL038DWIL,GSL039DCUM,GSL039RANG,GSL040DSTO,GSL040RFON,GSL041DSMI,GSL041RROD,GSL042DANU,GSL043DADE,GSL043RTIL,GSL044DOYO,GSL044RPAR,GSL045DMCC,GSL045RCOO,GSL046DGAR,GSL046RCAR,GSL047RJON,GSL048DROB,GSL048RHIL,GSL049DGIL,GSL049RMAR,GSL050DAU,GSL050RRED,GSL051DPAN,GSL051RKOR,GSL052DROB,GSL052RAHR,GSL053DCOF,GSL053RSIL,GSL054DHOL,GSL054RBAI,GSL055DWIL,GSL055RLEN,GSL056DMAI,GSL057DEVA,GSL058DCAN,GSL059DOLA,GSL060DJON,GSL061DBRU,GSL062DMIL,GSL063DSCH,GSL064DEDW,GSL064RNEW,GSL065DTHO,GSL065RHOR,GSL066DALE,GSL067DGLA,GSL067RAMI,GSL068DNAG,GSL068RMAT,GSL069DBAZ,GSL070DAND,GSL070RSMI,GSL071DOKA,GSL071RCOL,GSL072RHUD,GSL073RBON,GSL074DHAR,GSL074RMAT,GSL075DGLA,GSL075RASH,GSL076DSCO,GSL077DBUR,GSL078DDOU,GSL079DNEA,GSL080DTRA,GSL080RAND,GSL081DHOL,GSL081RBEN,GSL082DOLI,GSL082RMIL,GSL083DLUP,GSL083RBER,GSL084DCRA,GSL085DDRE,GSL086DBAR,GSL086RKIN,GSL087DDAV,GSL088DMIT,GSL088RFRE,GSL089DEVA,GSL089RSHE,GSL090DDRA,GSL090RDIO,GSL091DMOO,GSL092DTAY,GSL093DCAR,GSL094DBEN,GSL095DKEN,GSL095RDAW,GSL096DMAR,GSL096RLOW,GSL097DROM,GSL097RCHA,GSL098DLIM,GSL099DDUG,GSL099RREE,GSL100DJAC,GSL100RCLA,GSL101DKEN,GSL101RPRO,GSL102DOKO,GSL102RHAR,GSL103DANA,GSL103RHON,GSL104DREI,GSL104REFS,GSL105DMUG,GSL105RDON,GSL106DHUT,GSL106RWRE,GSL107DPAR,GSL107RCAO,GSL108DCLA,GSL108RCRI,GSL109DMCC,GSL110DADE,GSL111DCOX,GSL111RMAR,GSL112DREE,GSL112RWIL,GSL113DHEN,GSL114DADA,GSL114RFLE,GSL115DLEW,GSL116DHOL,GSL116RBEN,GSL117DRUC,GSL117RDAN,GSL118DBEL,GSL118RCRO,GSL119RRAM,GSL120DJOH,GSL120RGAI,GSL121DAUE,GSL121RWIE,GSL122DFRY,GSL123RLEV,GSL124DHOW,GSL124RRHO,GSL125RFLE,GSL126DFRA,GSL126RHAR,GSL127RNEW,GSL128DJAC,GSL129DHOW,GSL130DGLA,GSL130RSWE,GSL131RLOT,GSL132DPRI,GSL133DWAL,GSL133RVAN,GSL134DDIC,GSL134RKNI,GSL135RCAM,GSL136RJEN,GSL137DBUC,GSL137RRIC,GSL138RSMI,GSL139RSMI,GSL140DREE,GSL141DHUG,GSL142DPAR,GSL143DBEV,GSL144DCON,GSL144RWAS,GSL145RDIC,GSL146DDRI,GSL146RBLA,GSL147DPHI,GSL147RBAL,GSL148RWIL,GSL149RMAT,GSL150DBEN,GSL151DBAR,GSL151RCHE,GSL152RYEA,GSL153DSAM,GSL153RTAY,GSL154DHAY,GSL154RGRE,GSL155RHAT,GSL156DKIT,GSL156RHAG,GSL157RWER,GSL158DSMI,GSL158RPAR,GSL159RBUR,GSL160RFRA,GSL161DBAR,GSL161RHIT,GSL162DGIL,GSL163DWES,GSL164DTHO,GSL164RSTE,GSL165DJAC,GSL166RPET,GSL167RDEL,GSL168DWIL,GSL169DBRO,GSL169RPIR,GSL170RHOU,GSL171RCAM,GSL172RWAT,GSL173DSR,GSL173RTAY,GSL174RCOR,GSL175RLAH,GSL176RBUR,GSL177DSHA,GSL178RMEE,GSL179RTOW,GSL180RSAI,GSU01DJON,GSU01RWAT,GSU02DMAL,GSU02RYOU,GSU03RHOD,GSU04RHIC,GSU05DRAH,GSU06DEST,GSU06RGLA,GSU07DISL,GSU07RMCK,GSU08RGOO,GSU09DMER,GSU10DJON,GSU11RBUR,GSU12DSIM,GSU13RSUM,GSU14DMCL,GSU14RHAU,GSU15DHAR,GSU16DDUB,GSU16RHAR,GSU17DMOR,GSU17RSTR,GSU18DBEN,GSU18RKEN,GSU19DMOO,GSU19RTIL,GSU20RWAL,GSU21RBEA,GSU22DJON,GSU22RDAN,GSU23RBUR,GSU24RAND,GSU25DROD,GSU25RWIL,GSU26DLUC,GSU27DBIN,GSU27RDOL,GSU28RBRA,GSU29DWRI,GSU29RROB,GSU30RDUG,GSU31RANA,GSU32DBEN,GSU32RKIR,GSU33DRHE,GSU34DSEA,GSU34RSMI,GSU35DJAM,GSU36DORR,GSU37DPAR,GSU37RSET,GSU38DTAT,GSU39DHAL,GSU40DHAR,GSU40RMCD,GSU41DJAC,GSU41RJON,GSU42DPAR,GSU43DAND,GSU43RWIL,GSU44DDAV,GSU45DJON,GSU45RDIX,GSU46DFER,GSU46RCOW,GSU47DSCO,GSU47RGIN,GSU48DUDD,GSU48RSTI,GSU49DCOO,GSU49RECH,GSU50DWIL,GSU50RHAT,GSU51RGOO,GSU52RHUF,GSU53RMOO,GSU54RPAY,GSU55DBUT,GSU56DTHO,GSU56RALB,R22USSDWAR,R22USSRWAL,NAME20
113-Whitewater,113,Fayette,272,2174,204,2257,699,34,1736,754,35,1703,719,12,1771,713,1765,698,49,1721,749,37,1701,1041,1350,565,1849,687,61,1741,716,1761,847,54,1582,0,0,0,0,724,1758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,702,1768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,783,1364,Whitewater
113-Willow Pond,113,Fayette,256,1705,160,1818,939,46,1004,975,44,972,972,10,1024,958,1025,943,69,972,994,49,951,847,1063,473,1459,932,49,1012,968,1022,1075,39,881,0,0,0,0,971,1008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,960,1013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1011,789,Willow Pond
113-Willowbend,113,Fayette,130,1097,101,1138,365,42,847,409,23,825,409,9,851,394,861,384,42,825,412,38,801,577,607,277,923,367,51,837,385,872,473,44,742,0,0,0,0,404,846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,393,854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,432,666,Willowbend
113-Windgate,113,Fayette,74,602,66,614,188,29,460,206,22,457,199,11,483,200,476,200,32,441,214,34,433,325,331,152,506,191,37,458,197,485,243,34,410,0,0,0,0,211,467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201,475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,228,364,Windgate
113-Woolsey,113,Fayette,204,1554,155,1612,329,53,1399,372,30,1386,349,16,1431,335,1435,346,49,1388,359,47,1375,712,1011,374,1359,339,51,1391,346,1427,420,56,1304,0,0,0,0,357,1418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,361,1415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,340,1427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,391,1217,Woolsey
115-Alto Park,115,Floyd,195,1732,147,1788,394,41,1513,446,31,1484,434,18,1529,427,1522,411,41,1489,450,46,1469,771,1100,428,1446,403,53,1502,424,1530,503,50,1421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,595,1317,0,0,0,0,0,0,0,0,0,0,0,0,0,647,1048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1729,0,0,0,0,0,449,1277,Alto Park
115-Armuchee,115,Floyd,80,712,57,742,117,16,672,135,11,664,124,5,689,126,680,122,20,666,137,22,652,289,485,144,630,125,14,670,127,678,163,19,632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186,617,0,0,0,0,0,0,0,0,0,0,0,0,0,721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,720,0,0,0,0,139,601,Armuchee
115-Barkers,115,Floyd,154,1143,112,1192,144,20,1173,167,18,1154,140,14,1191,159,1175,156,19,1158,168,24,1142,498,790,226,1056,144,50,1135,157,1177,197,31,1112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,237,1090,0,0,0,0,0,0,0,0,0,0,0,0,0,1245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1241,0,0,0,0,0,175,1015,Barkers
115-Cave Spring,115,Floyd,98,763,83,787,146,21,711,169,15,696,156,10,724,167,711,157,22,698,167,21,691,346,505,165,690,147,39,692,160,717,195,28,661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,222,655,0,0,0,0,0,0,0,0,0,0,0,0,0,790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,796,0,0,0,0,0,172,620,Cave Spring
115-Chulio,115,Floyd,74,615,53,634,94,10,594,111,6,585,93,9,605,102,595,102,12,586,108,10,583,268,414,120,562,91,21,587,96,601,122,16,567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,649,0,0,0,0,0,110,534,Chulio
115-East Lindale,115,Floyd,200,1584,125,1671,350,34,1427,381,23,1408,352,24,1444,359,1451,359,42,1410,388,32,1386,697,1058,335,1425,331,53,1426,364,1449,429,36,1345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,1279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1610,0,0,0,0,0,364,1233,East Lindale
115-East Rome,115,Floyd,220,1792,143,1876,825,53,1169,899,45,1123,875,22,1191,879,1163,874,58,1111,935,55,1071,825,1127,440,1526,820,62,1182,857,1189,1008,52,1010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1129,904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1641,0,0,0,0,0,915,893,East Rome
